,Общая,Этаж,Срок сдачи,Тип жилья,Цена,Комнат,Район,Линк,Жилая,Кухня,Санузел,Балкон/лоджия,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Высота потолков,Построен,Ремонт,Вид из окон,Планировка,Отделка
719,42,2,,Вторичка,1850000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245926384/,28,6,1 совмещенный,,,"2,55 м",,,,,
720,52,1,,Вторичка,1850000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222091461/,29,7,1 раздельный,1 лоджия,,"2,75 м",,,,,
721,37,1,,Вторичка,1850000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/245549765/,22,8,1 совмещенный,,,"2,6 м",,,,,
722,40,1,,Вторичка,1850000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245971245/,27,6,1 раздельный,,9.2-17.8 м²,"2,5 м",1971,,,,
723,47,4,,Вторичка,1870000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245137094/,30,6,1 раздельный,1 балкон,,"2,6 м",,,,,
724,44,5,,Вторичка,1870000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/244501503/,28,6,1 совмещенный,1 балкон,16-12 м²,"2,5 м",1964,Евроремонт,Во двор,Смежная,
725,46,2,,Вторичка,1870000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243607409/,28,6,1 совмещенный,,,,,,,,
726,46,1,,Вторичка,1870000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243668967/,32,5,1 совмещенный,,,"2,55 м",,,,,
727,48,2,,Вторичка,1850000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244523015/,32,6,1 раздельный,1 балкон,,"2,6 м",,,,,
728,41,2,,Вторичка,1860000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241586277/,26,4,1 совмещенный,,7.5-18.7 м²,"2,55 м",1962,Евроремонт,На улицу,Смежная,
729,43,3,,Вторичка,1870000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241979015/,28,6,"1 совмещенный, 1 раздельный",1 балкон,16.9-11.2 м²,"2,5 м",,Евроремонт,На улицу,Изолированная,
730,45,1,,Вторичка,1870000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/236774047/,29,6,1 раздельный,,17.3-11.9 м²,"2,65 м",1969,,,,
731,47,3,,Вторичка,1890000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243917847/,32,5,1 раздельный,1 балкон,,"2,6 м",,,,,
732,45,1,,Вторичка,1870000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242375257/,26,6,1 совмещенный,,,"2,55 м",,,,,
733,45,2,,Вторичка,1850000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241232534/,27,6,1 совмещенный,1 балкон,,,,,,,
734,43,4,,Вторичка,1870000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/242582632/,28,6,1 раздельный,1 балкон,,,,,,,
735,42,2,,Вторичка,1850000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/236665644/,26,6,1 совмещенный,1 балкон,18.4-8.1 м²,"2,6 м",,,На улицу,Изолированная,
736,41,4,,Вторичка,1860000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222092363/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
737,44,3,,Вторичка,1940000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/235541569/,31,6,1 совмещенный,1 балкон,18-13 м²,"2,6 м",,,На улицу,,
738,49,2,,Вторичка,1900000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/234566260/,29,8,1 раздельный,1 балкон,17-12 м²,"2,65 м",,,,Изолированная,
739,44,5,,Вторичка,1920000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237919508/,29,6,1 раздельный,1 балкон,13.8-15.2 м²,"2,5 м",1973,,,Изолированная,
740,46,2,,Вторичка,1900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246037701/,30,6,1 раздельный,1 балкон,16.6-13.7 м²,"2,5 м",,Без ремонта,,Изолированная,
741,46,7,,Вторичка,1920000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/231546026/,28,6,1 совмещенный,1 лоджия,,"2,6 м",,,,,
742,41,1,,Вторичка,1930000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/243283865/,28,6,1 совмещенный,,10-18 м²,"2,9 м",,Косметический,Во двор,Изолированная,
743,41,1,,Вторичка,1940000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/244284404/,26,6,1 совмещенный,,8.6-17.5 м²,"2,45 м",,,,Изолированная,
744,41,1,,Вторичка,1900000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241756370/,22,5,1 совмещенный,,,,,,,,
745,44,1,,Вторичка,1900000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245441242/,27,6,1 раздельный,,10.9-16.6 м²,"2,5 м",1971,,,Изолированная,
746,51,2,,Вторичка,1900000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222089753/,16,20,1 совмещенный,1 балкон,,,,,,,
747,44,5,,Вторичка,1920000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/243884801/,28,6,1 раздельный,1 балкон,,"2,6 м",,,,,
748,61,5,,Вторичка,1900000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243607381/,38,8,1 раздельный,1 балкон,,3 м,,,,,
749,44,1,,Вторичка,1900000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245490354/,27,6,1 раздельный,,,"2,6 м",,,,,
750,44,4,,Вторичка,1950000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242935749/,27,5,1 раздельный,,,,,,,,
751,43,1,,Вторичка,1970000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245021671/,25,6,1 совмещенный,,,"2,55 м",,,,,
752,43,5,,Вторичка,1950000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/233440081/,31,5,1 совмещенный,1 балкон,17.2-13.9 м²,"2,5 м",,Евроремонт,,,
753,42,5,,Вторичка,1950000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/244914721/,28,6,1 совмещенный,1 балкон,18.6-9.7 м²,"2,5 м",,,Во двор,,
754,54,8,,Вторичка,1960000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222093657/,33,7,1 раздельный,2 лоджии,,"2,75 м",,,,,
755,44,4,,Вторичка,1950000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/224392485/,30,6,1 совмещенный,1 балкон,18-12 м²,"2,55 м",,,Во двор,Смежная,
756,44,5,,Вторичка,1970000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245342636/,31,5,1 раздельный,1 лоджия,17.4-13.6 м²,"2,5 м",1967,,,Смежная,
757,47,1,,Вторичка,1970000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245196486/,24,6,1 раздельный,1 балкон,14.6-10.2 м²,"2,5 м",,,,Изолированная,
758,43,1,,Вторичка,1970000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/224846924/,27,5,1 совмещенный,,,"2,6 м",,,,,
759,45,3,,Вторичка,1970000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/245490338/,29,6,1 раздельный,1 балкон,,,,,,,
760,40,6,,Вторичка,1950000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241232563/,25,6,1 раздельный,,,,,,,,
761,46,5,,Вторичка,1950000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242447736/,28,6,1 совмещенный,1 балкон,,,,,,,
762,43,5,,Вторичка,1970000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/242303744/,30,6,1 раздельный,1 балкон,,"2,6 м",,,,,
763,45,7,,Вторичка,2000000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242983648/,28,5,1 раздельный,1 балкон,19.3-9.5 м²,"2,5 м",,,На улицу,Изолированная,
764,50,2,,Вторичка,2000000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/245818823/,33,6,1 раздельный,,,3 м,,Косметический,,,
765,52,5,,Вторичка,2000000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241548040/,29,8,1 раздельный,1 балкон,,"2,8 м",,,,,
766,43,1,,Вторичка,2000000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241704725/,28,6,1 совмещенный,,,"2,55 м",,,,,
767,46,9,,Вторичка,2000000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222089419/,29,6,1 раздельный,1 лоджия,,"2,6 м",,,,,
768,40,2,,Вторичка,2050000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/244320128/,26,8,1 совмещенный,1 балкон,,,,,,,
769,55,2,,Вторичка,2050000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/227834192/,32,8,1 раздельный,,18.5-13.8 м²,3 м,1958,,,Изолированная,
770,41,2,,Вторичка,2050000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245549750/,29,6,1 совмещенный,,,"2,55 м",,,,,
771,49,3,,Вторичка Апартаменты,2060000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/218884308/,29,6,1 раздельный,,14.7-15.2 м²,"2,6 м",,,На улицу,Изолированная,
772,45,5,,Вторичка,2050000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/233776840/,28,6,1 раздельный,1 балкон,17-11 м²,"2,5 м",1968,,,,
773,62,3,,Вторичка,2070000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243886531/,34,7,1 раздельный,1 балкон,23.8-11 м²,"3,2 м",1957,Без ремонта,Во двор,Изолированная,
774,35,8,,Новостройка,2070000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/234038861/,20,7,1 совмещенный,1 балкон,10.2-10.2 м²,,,,Во двор,Изолированная,
775,44,4,,Вторичка,2070000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237790199/,28,6,1 раздельный,1 балкон,12.5-16.2 м²,"2,6 м",1971,,На улицу,Изолированная,
776,41,1,,Вторичка,2070000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241348464/,30,5,1 совмещенный,,13.1-17.2 м²,"2,6 м",1959,,На улицу,Смежная,
777,59,1,,Вторичка,2050000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241632346/,40,8,1 раздельный,,,3 м,,,,,
778,46,4,,Вторичка,2070000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/240884007/,29,5,1 совмещенный,1 балкон,16.4-12.9 м²,"2,5 м",1972,Евроремонт,,Изолированная,
779,46,5,,Вторичка,2070000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243784407/,31,6,1 раздельный,1 балкон,17.1-13.9 м²,"2,65 м",,Евроремонт,На улицу,Изолированная,
780,50,9,,Вторичка,2070000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243453791/,28,9,1 раздельный,1 балкон,,"2,75 м",,,,,
781,43,1,,Вторичка,2070000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/241632335/,26,5,1 раздельный,,,,,,,,
782,55,2,,Вторичка,2050000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/242935748/,30,9,1 раздельный,1 балкон,,3 м,,,,,
783,40,2,,Вторичка,2070000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241756352/,27,6,1 совмещенный,,,"2,55 м",,,,,
784,40,5,,Вторичка,2070000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/233325871/,27,6,1 совмещенный,,17.2-10.6 м²,"2,5 м",,Евроремонт,На улицу,Смежная,
785,55,2,,Вторичка,2100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/233228875/,33,8,1 раздельный,1 балкон,19.1-13.9 м²,"2,85 м",1956,Без ремонта,Во двор,Изолированная,
786,55,3,,Вторичка,2100000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245021658/,33,8,1 раздельный,1 балкон,,,,,,,
787,44,5,,Вторичка,2100000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/232173761/,29,6,1 раздельный,1 балкон,,"2,6 м",,Косметический,Во двор,,
788,44,5,,Вторичка,2120000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/241793238/,30,6,1 раздельный,1 балкон,17.1-13.1 м²,"2,5 м",,Без ремонта,На улицу,Изолированная,
789,43,3,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/226396842/,30,6,1 совмещенный,1 балкон,13-17 м²,"2,7 м",,Евроремонт,,Смежная,
790,43,4,,Вторичка,2120000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/205303508/,29,6,1 совмещенный,,,"2,55 м",,,,Смежная,
791,60,5,,Вторичка,2130000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243371476/,34,8,1 совмещенный,1 балкон,17.5-16.5 м²,"2,7 м",2019,,,Изолированная,
792,43,3,,Вторичка,2100000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/223108177/,27,5,1 совмещенный,1 балкон,17.1-9.9 м²,"2,55 м",1965,,Во двор,,
793,40,5,,Вторичка,2100000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/237919509/,23,6,1 совмещенный,1 балкон,16-7.6 м²,"2,5 м",1962,,,Изолированная,
794,42,1,,Вторичка,2150000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241897548/,31,5,1 совмещенный,,14.3-17.3 м²,"2,5 м",,,Во двор,Изолированная,
795,52,1,,Вторичка,2170000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/244522978/,28,8,1 совмещенный,1 лоджия,,"2,75 м",,,,,
796,42,3,,Вторичка,2190000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222086252/,29,6,1 совмещенный,,,"2,55 м",,,,,
797,42,2,,Вторичка,2190000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244746172/,27,6,1 раздельный,,,"2,6 м",,,,,
798,44,4,,Вторичка,2160000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242014237/,30,6,1 раздельный,,,"2,6 м",,,,,
799,43,5,,Вторичка,2200000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240913544/,27,5,1 раздельный,1 балкон,11.2-16.5 м²,"2,55 м",1967,,Во двор,Изолированная,
800,42,4,,Вторичка,2200000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244277061/,28,6,1 совмещенный,,,"2,55 м",,,,,
801,49,4,,Вторичка,2200000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241860535/,27,7,1 раздельный,1 лоджия,,"2,75 м",,,,,
802,49,4,,Вторичка,2200000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241762493/,27,7,1 раздельный,1 лоджия,12.4-14.8 м²,"2,55 м",1993,Без ремонта,Во двор,Изолированная,
803,47,1,,Вторичка,2200000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/226151079/,29,7,1 совмещенный,,18-11.8 м²,3 м,,,Во двор,Изолированная,
804,42,5,,Вторичка,2200000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/237492086/,28,6,1 совмещенный,1 балкон,13-15 м²,"2,6 м",1965,,Во двор,Изолированная,
805,44,5,,Вторичка,2220000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241632318/,29,5,1 совмещенный,1 балкон,,,,,,,
806,45,5,,Вторичка,2200000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245206756/,30,6,1 совмещенный,1 балкон,,,,Косметический,,,
807,43,5,,Вторичка,2200000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241548051/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
808,55,3,,Вторичка,2200000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/243506493/,37,8,1 раздельный,,,,,,,,
809,42,2,,Вторичка,2200000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244870571/,29,5,1 совмещенный,,19.4-10.2 м²,"2,5 м",1962,,,Смежная,
810,49,8,,Вторичка,2200000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/244762327/,28,7,1 раздельный,1 балкон,,,,,,,
811,46,1,,Вторичка,2200000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243056635/,29,5,1 раздельный,,,,,,,,
812,44,3,,Вторичка,2290000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222094937/,28,5,1 раздельный,,,,,,,,
813,50,1,,Вторичка,2270000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241090458/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
814,49,13,,Вторичка,2260000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222093973/,28,7,1 раздельный,1 балкон,,"2,75 м",,,,,
815,41,2,,Вторичка,2260000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/223108269/,28,6,1 совмещенный,1 балкон,10.8-18.1 м²,"2,65 м",1960,Евроремонт,Во двор,Смежная,
816,47,5,,Вторичка,2250000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/237262558/,29,5,1 совмещенный,1 балкон,12.9-16.9 м²,"2,5 м",1968,Евроремонт,,Изолированная,
817,44,1,,Вторичка,2250000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222090789/,32,6,1 совмещенный,,,3 м,,,,,
818,42,4,,Вторичка,2250000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/243784397/,28,6,1 совмещенный,1 балкон,18-10.4 м²,"2,65 м",,,Во двор,,
819,42,5,,Вторичка,2260000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/244588020/,28,6,1 совмещенный,1 балкон,12.5-16.3 м²,"2,6 м",,,Во двор,,
820,52,2,,Вторичка,2260000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/228732372/,29,11,1 раздельный,1 балкон,,"2,7 м",,Косметический,На улицу и двор,,
821,44,2,,Вторичка,2260000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222089638/,28,6,1 раздельный,1 балкон,,"2,6 м",,,,,
822,42,2,,Вторичка,2270000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244725269/,27,5,1 раздельный,,9.3-18.1 м²,"2,65 м",1974,Без ремонта,,Изолированная,
823,51,4,,Вторичка,2280000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241012770/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
824,57,2,,Вторичка,2299000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240917977/,33,8,1 раздельный,1 балкон,,3 м,,,,,
825,53,5,,Вторичка,2270000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/231244999/,36,7,1 совмещенный,,17.6-18.6 м²,"2,9 м",1959,,На улицу,Изолированная,
826,46,3,,Вторичка,2298000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/242582680/,32,5,1 раздельный,,,,,,,,
827,47,14,,Вторичка,2300000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/221583590/,27,7,1 раздельный,1 лоджия,17.1-10.8 м²,"2,6 м",,,,Изолированная,
828,54,3,,Вторичка,2300000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/245463993/,31,8,1 совмещенный,1 балкон,18.3-12.7 м²,"2,95 м",1958,,,Изолированная,
829,51,6,,Вторичка,2340000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222090990/,28,8,1 раздельный,1 лоджия,,,,,,,
830,43,1,,Вторичка,2350000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245924155/,27,5,1 совмещенный,1 балкон,,"2,5 м",1972,Косметический,На улицу,,
831,50,1,,Вторичка,2350000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/228732766/,30,7,1 раздельный,1 балкон,,"2,7 м",,Косметический,Во двор,,
832,44,1,,Вторичка,2380000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/185982866/,34,5,1 совмещенный,,20.6-13.6 м²,"2,5 м",,,Во двор,Изолированная,
833,45,4,,Вторичка,2350000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243902404/,28,7,1 совмещенный,1 балкон,16-12 м²,"2,55 м",1963,Евроремонт,,,
834,49,5,,Вторичка,2370000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245844167/,29,10,1 раздельный,1 балкон,,,1950,Косметический,Во двор,Изолированная,
835,44,5,,Вторичка,2350000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244041865/,28,6,1 раздельный,1 балкон,16.5-12.4 м²,"2,5 м",,,Во двор,Изолированная,
836,49,7,,Вторичка,2390000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241367983/,28,9,1 раздельный,1 лоджия,12.6-16 м²,"2,5 м",1964,,На улицу,Изолированная,
837,45,3,,Вторичка,2370000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241012817/,34,6,1 раздельный,1 балкон,,"2,55 м",,,,,
838,50,9,,Вторичка,2370000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243748451/,31,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
839,48,3,,Вторичка,2400000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245137089/,24,6,1 раздельный,,,3 м,,,,,
840,37,2,,Вторичка,2420000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245112554/,21,6,1 раздельный,,,,,,,,
841,48,8,,Вторичка,2420000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/232559565/,27,8,1 раздельный,1 лоджия,14.2-13.4 м²,"2,7 м",,,На улицу,Изолированная,
842,50,9,,Вторичка,2440000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/240558464/,28,8,1 раздельный,1 лоджия,16.6-11.9 м²,"2,65 м",1981,,Во двор,Изолированная,
843,50,4,,Вторичка,2440000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242843229/,32,9,1 совмещенный,1 балкон,12-20 м²,"2,6 м",1994,Евроремонт,На улицу,Изолированная,
844,48,3,,Вторичка,2400000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246781718/,24,6,1 раздельный,,14.8-10 м²,3 м,1952,Без ремонта,,Изолированная,
845,45,3,,Вторичка,2400000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/243607404/,28,6,1 совмещенный,1 балкон,,,,,,,
846,42,3,,Вторичка,2400000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/241548074/,13,25,1 совмещенный,,,,,,,,
847,56,3,,Вторичка,2410000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239623361/,33,8,1 раздельный,1 балкон,,3 м,,,,,
848,47,7,,Вторичка,2400000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241756389/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
849,53,4,,Вторичка,2450000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/244276969/,28,8,1 раздельный,1 лоджия,,"2,75 м",,,,,
850,53,1,,Вторичка,2450000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/244828596/,30,10,1 раздельный,2 лоджии,,"2,75 м",,,,,
851,45,5,,Вторичка,2470000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/243302586/,30,6,1 совмещенный,1 балкон,14.2-16.2 м²,"2,5 м",1974,Евроремонт,,Изолированная,
852,42,3,,Вторичка,2450000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241897543/,33,6,1 совмещенный,1 балкон,18.8-15 м²,"2,5 м",1965,Евроремонт,,Смежная,
853,53,6,,Вторичка,2470000,2-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241426904/,31,8,1 раздельный,1 балкон,15.8-15.5 м²,"2,65 м",,,Во двор,Изолированная,
854,47,4,,Вторичка,2460000,2-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242500530/,28,7,1 раздельный,1 балкон,15.9-12.4 м²,"2,5 м",1980,,Во двор,Изолированная,
855,54,4,,Вторичка,2460000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/202093552/,30,8,1 раздельный,1 лоджия,14.3-16.2 м²,"2,55 м",2005,,,Изолированная,
856,50,1,,Вторичка,2480000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/245806413/,29,8,1 раздельный,1 лоджия,16-13 м²,"2,7 м",1988,Евроремонт,На улицу,Изолированная,
857,49,4,,Вторичка,2470000,2-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243012858/,30,6,1 совмещенный,1 балкон,,3 м,,,,,
858,52,8,,Вторичка,2450000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/220754984/,25,5,1 раздельный,1 лоджия,17.1-8.3 м²,"2,55 м",,,На улицу,Изолированная,
859,43,3,,Вторичка,2470000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241548058/,28,6,1 совмещенный,1 балкон,,"2,55 м",,,,,
860,54,4,,Вторичка,2460000,2-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241704677/,30,8,1 раздельный,1 балкон,,"2,75 м",,,,,
861,45,1,,Вторичка,2450000,2-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/242645952/,27,6,,,14.5-12.6 м²,"2,65 м",,,На улицу,Изолированная,
862,50,7,,Вторичка,2460000,2-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/242027348/,29,8,,1 балкон,,,,Косметический,,Изолированная,
863,40,2,,Вторичка,2500000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/242703780/,28,5,1 совмещенный,,,,,,,,
864,41,3,,Вторичка,2500000,2-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245845202/,28,6,1 совмещенный,1 лоджия,,"2,6 м",,,,,
865,40,4,,Вторичка,2500000,2-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/227107677/,26,8,1 совмещенный,1 балкон,11-15 м²,"2,7 м",,Без ремонта,,Изолированная,
