,Общая,Жилая,Этаж,Тип жилья,Высота потолков,Санузел,Балкон/лоджия,Цена,Комнат,Район,Линк,Кухня,Срок сдачи,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Построен,Ремонт,Вид из окон,Отделка
1,41,30,2,Вторичка,"2,75 м",1 совмещенный,1 балкон,1970000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241860530/,,,,,,,
2,27,13,6,Вторичка,,1 совмещенный,1 балкон,1595000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/236865610/,6,,,,,,
3,32,18,3,Вторичка,"2,55 м",1 совмещенный,1 балкон,1600000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222097040/,6,,,,,,
4,23,17,1,Вторичка,,1 совмещенный,1 балкон,1670000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241462183/,,,,,,,
5,32,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1660000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245137090/,6,,,,,,
6,29,18,2,Вторичка,,1 совмещенный,1 лоджия,1440000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/236939905/,6,,,,,,
7,62,19,12,Новостройка,,1 совмещенный,1 балкон,2529400,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240663999/,12,4,19.66 м²,,,,
8,28,14,5,Вторичка,"2,6 м",1 совмещенный,,1100000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240447836/,6,,,,,,
9,38,19,13,Вторичка,,1 раздельный,,2200000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222096912/,11,,,,,,
10,35,19,5,Вторичка,"2,8 м",1 раздельный,,850000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222096069/,6,,,,,,
11,35,19,5,Вторичка,"2,8 м",1 раздельный,1 лоджия,1000000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243208291/,8,,,,,,
12,31,14,1,Вторичка,"2,55 м",1 раздельный,,1220000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/238131987/,9,,,,,,
13,32,19,2,Вторичка,"2,65 м",1 совмещенный,,1270000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/227293201/,6,,,,,,
14,66,,9,Новостройка,,,,2710600,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240664003/,,4,,,,,
15,50,21,9,Вторичка,"2,75 м",1 совмещенный,1 балкон,2500000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/228861985/,12,,,,,,
16,38,18,3,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1920000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243668959/,9,,,,,,
17,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1890000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/227439581/,6,,,,,,
18,55,,1,Новостройка,,,,2780000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242050094/,,2,,,,,
19,30,16,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,1360000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222086065/,6,,,,,,
20,30,18,4,Вторичка,"2,55 м",1 совмещенный,,1620000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244490109/,6,,,,,,
21,29,14,1,Вторичка,,1 совмещенный,,1250000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/235297487/,4,,,,,,
22,31,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1170000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/233801547/,6,,,,,,
23,34,18,4,Вторичка,,1 совмещенный,1 лоджия,2570000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239671943/,10,,,,,,
24,30,18,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,1350000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/233186507/,6,,,,,,
25,37,19,1,Вторичка,,1 совмещенный,1 лоджия,2230000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238860969/,6,,,,,,
26,36,18,1,Вторичка,"2,75 м",1 раздельный,1 лоджия,2270000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/223691418/,8,,,,,,
27,56,21,3,Вторичка,,1 совмещенный,1 лоджия,4190000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222097421/,15,,,,,,
28,35,17,1,Вторичка,,1 совмещенный,1 лоджия,1670000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/239349184/,7,,,,,,
29,41,30,2,Вторичка,"2,75 м",1 совмещенный,1 балкон,1970000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241860530/,,,,,,,
30,27,13,6,Вторичка,,1 совмещенный,1 балкон,1595000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/236865610/,6,,,,,,
31,32,18,3,Вторичка,"2,55 м",1 совмещенный,1 балкон,1600000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/222097040/,6,,,,,,
32,23,17,1,Вторичка,,1 совмещенный,1 балкон,1670000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241462183/,,,,,,,
33,32,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1660000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/245137090/,6,,,,,,
34,29,18,2,Вторичка,,1 совмещенный,1 лоджия,1440000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/236939905/,6,,,,,,
35,62,19,12,Новостройка,,1 совмещенный,1 балкон,2529400,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240663999/,12,4,19.66 м²,,,,
36,28,14,5,Вторичка,"2,6 м",1 совмещенный,,1100000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240447836/,6,,,,,,
37,38,19,13,Вторичка,,1 раздельный,,2200000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222096912/,11,,,,,,
38,35,19,5,Вторичка,"2,8 м",1 раздельный,,850000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222096069/,6,,,,,,
39,35,19,5,Вторичка,"2,8 м",1 раздельный,1 лоджия,1000000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/243208291/,8,,,,,,
40,31,14,1,Вторичка,"2,55 м",1 раздельный,,1220000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/238131987/,9,,,,,,
41,32,19,2,Вторичка,"2,65 м",1 совмещенный,,1270000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/227293201/,6,,,,,,
42,66,,9,Новостройка,,,,2710600,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240664003/,,4,,,,,
43,50,21,9,Вторичка,"2,75 м",1 совмещенный,1 балкон,2500000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/228861985/,12,,,,,,
44,38,18,3,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1920000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243668959/,9,,,,,,
45,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1890000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/227439581/,6,,,,,,
46,55,,1,Новостройка,,,,2780000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242050094/,,2,,,,,
47,30,16,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,1360000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222086065/,6,,,,,,
48,30,18,4,Вторичка,"2,55 м",1 совмещенный,,1620000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244490109/,6,,,,,,
49,29,14,1,Вторичка,,1 совмещенный,,1250000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/235297487/,4,,,,,,
50,31,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1170000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/233801547/,6,,,,,,
51,34,18,4,Вторичка,,1 совмещенный,1 лоджия,2570000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/239671943/,10,,,,,,
52,30,18,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,1350000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/233186507/,6,,,,,,
53,37,19,1,Вторичка,,1 совмещенный,1 лоджия,2230000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/238860969/,6,,,,,,
54,36,18,1,Вторичка,"2,75 м",1 раздельный,1 лоджия,2270000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/223691418/,8,,,,,,
55,56,21,3,Вторичка,,1 совмещенный,1 лоджия,4190000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222097421/,15,,,,,,
56,35,17,1,Вторичка,,1 совмещенный,1 лоджия,1670000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/239349184/,7,,,,,,
57,55,22,1,Новостройка,,1 совмещенный,,2780000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225478338/,12,2,22.6 м²,,,,
58,37,20,5,Вторичка,3 м,1 раздельный,1 балкон,1820000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/222089364/,9,,,,,,
59,41,16,2,Вторичка,"2,75 м",1 совмещенный,1 лоджия,2620000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/222093317/,11,,,,,,
60,20,12,3,Вторичка,,1 совмещенный,1 лоджия,930000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/236703591/,5,,,,,,
61,30,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1350000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243506489/,6,,,,,,
62,31,18,5,Вторичка,,1 совмещенный,1 балкон,1530000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/235559498/,6,,,,,,
63,35,17,7,Вторичка,"2,7 м",1 совмещенный,1 балкон,1800000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243826106/,7,,,,,,
64,30,16,2,Вторичка,,1 совмещенный,,2090000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/222259118/,6,,,,,,
65,50,19,16,Вторичка,,1 совмещенный,1 лоджия,4100000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244150737/,12,,,,,,
66,29,16,5,Вторичка,"2,5 м",1 совмещенный,1 балкон,1280000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/236865562/,6,,,,,,
67,35,18,9,Вторичка,,1 совмещенный,1 балкон,1800000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/241462159/,8,,,,,,
68,25,10,2,Вторичка,"2,75 м",1 совмещенный,1 балкон,1850000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/244077151/,8,,,,,,
69,33,17,9,Вторичка,,1 совмещенный,1 балкон,2900000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/245288972/,7,,,,,,
70,47,20,3,Вторичка,,1 совмещенный,,3650000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/241090494/,10,,,,,,
71,30,17,3,Вторичка,"2,55 м",1 совмещенный,1 балкон,1550000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/241462220/,6,,,,,,
72,44,18,12,Вторичка,,1 раздельный,1 лоджия,2670000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/244746115/,10,,,,,,
73,35,19,9,Вторичка,,1 раздельный,,1590000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243012887/,7,,,,,,
74,29,18,5,Вторичка,,1 совмещенный,1 балкон,1740000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/226938567/,6,,,,,,
75,53,,16,Новостройка,,,,2500400,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090497/,,4,,,,,
76,31,17,1,Вторичка,,1 совмещенный,,1020000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/234168701/,5,,,,,,
77,30,18,3,Вторичка,"2,55 м",1 совмещенный,1 балкон,1500000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/233685432/,6,,,,,,
78,36,18,1,Вторичка,"2,75 м",1 совмещенный,,1870000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244746171/,9,,,,,,
79,32,18,1,Вторичка,3 м,1 раздельный,,1990000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240930144/,8,,,,,,
80,35,18,4,Вторичка,"2,75 м",1 раздельный,,1200000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222096676/,6,,,,,,
81,44,30,9,Вторичка,"2,75 м",1 совмещенный,1 лоджия,1800000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/244150713/,10,,,,,,
82,44,,16,Новостройка,,,,2145600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242863794/,,4,,,,,
83,40,20,4,Вторичка,,1 совмещенный,,3280000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242703802/,10,,,,,,
84,32,19,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1200000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241704723/,5,,,,,,
85,49,,9,Новостройка,,,,2385600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242877952/,,4,,,,,
86,53,31,9,Вторичка,,1 раздельный,,3750000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245376250/,11,,,,,,
87,59,18,1,Новостройка,,1 совмещенный,,2965500,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/239608398/,24,4,18.93 м²,,,,
88,29,17,2,Вторичка,"2,6 м",1 совмещенный,1 балкон,1380000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222093291/,5,,,,,,
89,31,18,1,Вторичка,"2,55 м",1 совмещенный,,1370000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/238640842/,6,,,,,,
90,32,18,4,Вторичка,"2,55 м",1 совмещенный,1 балкон,1620000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/243012882/,5,,,,,,
91,32,18,9,Вторичка,"2,6 м",1 совмещенный,1 балкон,1170000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/241756348/,6,,,,,,
92,33,18,4,Вторичка,,1 совмещенный,,1370000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/242703786/,6,,,,,,
93,32,18,1,Вторичка,"2,6 м",1 раздельный,,1600000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/238304518/,5,,,,,,
94,34,17,7,Вторичка,"2,7 м",1 совмещенный,1 балкон,1950000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/241860525/,7,,,,,,
95,32,18,4,Вторичка,"2,55 м",1 совмещенный,1 балкон,1399999,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/244150739/,6,,,,,,
96,38,20,8,Вторичка,,1 раздельный,1 балкон,2120000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240568572/,9,,,,,,
97,66,20,13,Новостройка,,1 совмещенный,1 балкон,2710600,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/240664005/,13,4,20.42 м²,,,,
98,62,,13,Новостройка,,,,2985600,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090487/,,4,,,,,
99,80,,16,Новостройка,,,,3627000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090504/,,4,,,,,
100,34,14,6,Вторичка,"2,5 м",1 совмещенный,,1720000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/245593653/,12,,14 м²,1980,Евроремонт,Во двор,
101,21,11,2,Вторичка,"2,6 м",1 совмещенный,"1 балкон, 1 лоджия",1300000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/243426072/,4,,11.3 м²,,,Во двор,
102,30,18,3,Вторичка,"2,5 м",1 совмещенный,,1920000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/234774798/,6,,18 м²,,Евроремонт,Во двор,
103,32,18,2,Вторичка,"2,55 м",1 совмещенный,1 балкон,1620000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/223810261/,6,,18.9 м²,1961,,Во двор,
104,32,18,4,Вторичка,"2,6 м",1 совмещенный,1 балкон,1610000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/231317475/,7,,18 м²,1980,,На улицу,
105,31,17,3,Вторичка,"2,6 м",1 совмещенный,,1530000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/240098630/,6,,17.3 м²,,,Во двор,
106,36,19,9,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2300000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/223783032/,9,,19 м²,2018,,На улицу,
107,31,18,4,Вторичка,"2,5 м",1 раздельный,1 балкон,1770000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/242647417/,5,,18 м²,1968,Без ремонта,,
108,25,14,1,Вторичка,"2,65 м",1 совмещенный,,1070000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/234819076/,5,,14 м²,,,Во двор,
109,34,18,9,Вторичка,"2,55 м",1 совмещенный,,1370000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/241919222/,11,,18 м²,1983,,На улицу,
110,31,19,9,Вторичка,"2,6 м",1 совмещенный,1 балкон,2070000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/227035333/,6,,19.4 м²,1970,,Во двор,
111,31,18,2,Вторичка,"2,7 м",1 совмещенный,1 лоджия,2390000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/245328737/,5,,18 м²,,Евроремонт,Во двор,
112,30,18,2,Вторичка,"2,55 м",1 совмещенный,,1700000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/245330731/,6,,18.5 м²,,,Во двор,
113,47,20,8,Вторичка,"2,7 м",1 совмещенный,1 лоджия,3070000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/222247411/,12,,20 м²,,Евроремонт,Во двор,
114,29,16,5,Вторичка,"2,5 м",1 совмещенный,1 балкон,1280000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242005587/,6,,16.6 м²,,Без ремонта,На улицу,
115,29,17,4,Вторичка,"2,5 м",1 совмещенный,1 балкон,1580000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/227379285/,5,,17.1 м²,1970,Евроремонт,,
116,30,17,7,Вторичка,"2,5 м",1 совмещенный,1 балкон,1440000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/242843221/,6,,17.7 м²,,,Во двор,
117,27,17,1,Вторичка,"2,5 м",1 совмещенный,,1350000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/240704537/,5,,17 м²,1960,,,
118,41,17,5,Вторичка,,1 совмещенный,1 лоджия,3500000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246776474/,11,,,2008,Евроремонт,,
119,36,20,1,Вторичка,,1 совмещенный,,1260000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246776436/,9,,20 м²,,,Во двор,
120,31,16,2,Вторичка,,1 совмещенный,,1500000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776578/,6,,,1959,,Во двор,
121,32,18,2,Вторичка,,1 совмещенный,1 балкон,1600000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776517/,5,,18.9 м²,1941,,,
122,31,17,5,Вторичка,,1 совмещенный,1 балкон,1660000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776568/,6,,,1969,,Во двор,
123,30,17,5,Вторичка,,1 раздельный,1 балкон,1650000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776452/,5,,17 м²,1965,,На улицу,
124,45,30,6,Вторичка,,1 совмещенный,2 балкона,1670000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776646/,6,,30 м²,1975,Евроремонт,,
125,30,16,5,Вторичка,,1 совмещенный,1 балкон,1799000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776516/,6,,16.7 м²,1968,,На улицу,
126,36,19,3,Вторичка,,1 совмещенный,,1810000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776401/,7,,,1978,,На улицу,
127,31,18,1,Вторичка,,1 совмещенный,,1800000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/246776444/,7,,18 м²,1964,,На улицу,
128,41,25,3,Вторичка,,1 совмещенный,1 балкон,1860000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776531/,8,,25 м²,2012,,,
129,35,18,14,Вторичка,,1 раздельный,1 балкон,1900000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776645/,8,,18.1 м²,1985,Евроремонт,,
130,37,17,2,Вторичка,,1 совмещенный,1 балкон,1951020,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776615/,9,,17 м²,2020,,На улицу,
131,37,17,2,Вторичка,,1 совмещенный,1 балкон,2020000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776604/,9,,17 м²,2020,,На улицу,
132,35,17,5,Вторичка,,1 совмещенный,1 лоджия,2030000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776547/,9,,17.3 м²,2019,Без ремонта,,
133,33,9,17,Вторичка,,1 совмещенный,1 балкон,2090000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776431/,14,,9.2 м²,2016,Без ремонта,Во двор,
134,32,17,6,Вторичка,,1 совмещенный,,2130000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776456/,7,,17 м²,1975,,Во двор,
135,34,18,3,Вторичка,,1 совмещенный,1 лоджия,2180000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246776505/,6,,18.5 м²,1989,,,
136,31,18,5,Вторичка,,1 совмещенный,,2195000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246776388/,5,,,,,На улицу,
137,42,18,10,Вторичка,,1 совмещенный,1 балкон,2860000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776450/,12,,18 м²,2015,Евроремонт,,
138,38,18,10,Вторичка,,1 совмещенный,2 лоджии,3000000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/246776380/,10,,18 м²,2008,Евроремонт,Во двор,
139,48,20,13,Вторичка,,1 раздельный,1 лоджия,3050000,1-комн.,р-н Тракторозаводский,https://volgograd.cian.ru/sale/flat/246776616/,14,,20 м²,,Евроремонт,,
140,47,18,4,Вторичка,,1 совмещенный,1 лоджия,3500000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/246776651/,10,,1 м²,2015,,,
141,48,17,3,Вторичка,,1 совмещенный,1 лоджия,3800000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/246776484/,10,,17.8 м²,2003,Евроремонт,,
142,32,17,6,Вторичка,,,,2160000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/244965259/,7,,17 м²,,,Во двор,
143,50,23,10,Вторичка,,1 совмещенный,1 лоджия,2300000,1-комн.,р-н Центральный,https://volgograd.cian.ru/sale/flat/246733004/,13,,23 м²,,Без ремонта,Во двор,
144,41,17,1,Вторичка,,1 раздельный,,1570000,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/246658095/,8,,17 м²,,,На улицу,
145,33,18,5,Вторичка,,1 совмещенный,1 лоджия,1200000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/238429367/,8,,,1990,Евроремонт,,
146,32,18,5,Вторичка,,1 совмещенный,1 балкон,950000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/209339908/,6,,,1964,Косметический,На улицу,
147,38,18,3,Вторичка,,1 совмещенный,,1250000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/224118919/,9,,18 м²,1965,Косметический,,
148,32,15,3,Вторичка,,1 раздельный,1 балкон,1500000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222088788/,9,,,,,,
149,39,18,2,Вторичка,"3,1 м",1 раздельный,1 балкон,1160000,1-комн.,р-н Кировский,https://volgograd.cian.ru/sale/flat/222085925/,8,,,,,,
150,36,19,3,Вторичка,,1 совмещенный,1 лоджия,1850000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/232368038/,7,,,1988,Евроремонт,Во двор,
151,31,19,1,Вторичка,"2,6 м",1 совмещенный,,2050000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/222088715/,6,,,,,,
152,51,,9,Новостройка,,,,2457600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/244931820/,,4,,,,,
153,30,16,5,Вторичка,,1 совмещенный,1 балкон,960000,1-комн.,р-н Красноармейский,https://volgograd.cian.ru/sale/flat/222088782/,6,,,,,,
154,54,24,9,Вторичка,,,,3180000,1-комн.,р-н Ворошиловский,https://volgograd.cian.ru/sale/flat/244322991/,10,,,,Без ремонта,,
155,53,21,3,Вторичка,"2,8 м",1 совмещенный,1 балкон,3350000,1-комн.,р-н Советский,https://volgograd.cian.ru/sale/flat/242090613/,14,,,2009,Косметический,На улицу,
156,59,18,1,Новостройка,,1 совмещенный,,2965500,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/239984395/,24,4,18.93 м²,,,,
157,47,,1,Новостройка,,,,2289600,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242863804/,,4,,,,,
158,33,20,3,Вторичка,,1 совмещенный,1 балкон,1550000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/243386952/,6,,,,,,
159,38,,1,Новостройка,,,1 лоджия,2300000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/225526982/,,4,,,,,
160,58,,6,Новостройка,,,,3289000,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/212464530/,,4,,,,,
161,82,,7,Новостройка,,,,3694500,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090507/,,4,,,,,
162,53,,7,Новостройка,,,,2563200,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090498/,,4,,,,,
163,54,,10,Новостройка,,,,2561500,1-комн.,р-н Краснооктябрьский,https://volgograd.cian.ru/sale/flat/242090494/,,4,,,,,
164,46,,17,Новостройка,,,,2227200,1-комн.,р-н Дзержинский,https://volgograd.cian.ru/sale/flat/242866121/,,4,,,,,
