,Общая,Жилая,Кухня,Этаж,Срок сдачи,Тип жилья,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Санузел,Балкон/лоджия,Цена,Комнат,Район,Высота потолков,Построен,Планировка,Ремонт,Вид из окон,Отделка,Линк
329,80,55.0,9.0,3,,Вторичка,,1 раздельный,2 балкона,6500000,3-комн.,р-н Центральный,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222085982/
330,69,45.0,9.0,6,,Вторичка,,1 раздельный,1 лоджия,3550000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/238304519/
331,58,37.0,6.0,5,,Вторичка,,,1 балкон,2780000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222095124/
332,69,52.0,9.0,9,,Вторичка,,1 раздельный,1 лоджия,3350000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/239870941/
333,64,40.0,7.0,6,,Вторичка,,1 раздельный,1 лоджия,2870000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222847559/
334,55,42.0,6.0,3,,Вторичка,,1 совмещенный,1 балкон,2900000,3-комн.,р-н Центральный,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/231036045/
335,65,40.0,8.0,7,,Вторичка,,1 раздельный,1 балкон,3500000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222086234/
336,64,40.0,8.0,1,,Вторичка,,1 раздельный,1 лоджия,2780000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222092625/
337,64,42.0,8.0,5,,Вторичка,,1 раздельный,2 лоджии,3520000,3-комн.,р-н Ворошиловский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085580/
338,58,38.0,8.0,9,,Вторичка,,1 раздельный,1 лоджия,2760000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222092422/
339,57,38.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2880000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/223531850/
340,54,32.0,6.0,5,,Вторичка,,1 раздельный,,3100000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222094971/
341,65,40.0,6.0,8,,Вторичка,,1 раздельный,,3580000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/235670629/
342,62,36.0,10.0,2,,Вторичка,,1 раздельный,3 балкона,5100000,3-комн.,р-н Центральный,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222089089/
343,58,40.0,6.0,3,,Вторичка,,1 совмещенный,1 балкон,2470000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/227905310/
344,83,,,5,2.0,Новостройка,,,,4800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/225073535/
345,60,40.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,2160000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222085729/
346,61,45.0,6.0,1,,Вторичка,,1 раздельный,,2770000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/238816299/
347,64,39.0,8.0,9,,Вторичка,,1 раздельный,1 лоджия,3060000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/229840117/
348,72,49.0,8.0,1,,Вторичка,,1 раздельный,,1880000,3-комн.,р-н Дзержинский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222089620/
349,64,40.0,8.0,4,,Вторичка,,1 раздельный,,2270000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/232569780/
350,72,47.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2350000,3-комн.,р-н Красноармейский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222090348/
351,63,40.0,8.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3450000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222091408/
352,69,44.0,9.0,3,,Вторичка,,1 раздельный,1 лоджия,4000000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089013/
353,85,,,1,4.0,Новостройка,,,,4721200,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/212464289/
354,60,38.0,8.0,5,,Вторичка,,1 раздельный,1 лоджия,2400000,3-комн.,р-н Советский,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/222090107/
355,60,45.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,2470000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222095277/
356,50,40.0,6.0,4,,Вторичка,,,,2570000,3-комн.,р-н Центральный,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/232569785/
357,60,38.0,6.0,10,,Вторичка,,1 раздельный,1 балкон,2650000,3-комн.,р-н Краснооктябрьский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222092835/
358,58,40.0,6.0,4,,Вторичка,,1 раздельный,1 балкон,2700000,3-комн.,р-н Советский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/235559491/
359,62,38.0,9.0,4,,Вторичка,,1 раздельный,,3370000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/222094541/
360,52,35.0,6.0,2,,Вторичка,,1 раздельный,1 балкон,2350000,3-комн.,р-н Дзержинский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222550150/
361,78,56.0,8.0,2,,Вторичка,,1 раздельный,,2470000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222085447/
362,61,40.0,8.0,3,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",2560000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222091727/
363,64,40.0,8.0,3,,Вторичка,,1 раздельный,1 балкон,3570000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/238816317/
364,61,45.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,2950000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/233990684/
365,63,43.0,5.0,5,,Вторичка,,1 совмещенный,,3070000,3-комн.,р-н Ворошиловский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/236347375/
366,65,40.0,8.0,9,,Вторичка,,1 раздельный,1 балкон,3100000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222095504/
367,64,42.0,7.0,1,,Вторичка,,1 раздельный,1 балкон,3240000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/226496905/
368,57,23.0,18.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3510000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/233990717/
369,100,,,16,4.0,Новостройка,,,,6000660,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/244538093/
370,66,41.0,8.0,14,,Вторичка,,1 раздельный,1 балкон,3790000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/223531841/
371,63,38.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2100000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222094879/
372,56,36.0,6.0,5,,Вторичка,,1 раздельный,,2300000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/226716714/
373,85,51.0,14.0,1,,Вторичка,,1 раздельный,,2520000,3-комн.,р-н Советский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/224847005/
374,59,42.0,6.0,2,,Вторичка,,1 совмещенный,1 балкон,2670000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/227158863/
375,67,41.0,8.0,6,,Вторичка,,1 раздельный,1 балкон,3300000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222092116/
376,65,40.0,8.0,1,,Вторичка,,1 совмещенный,"1 балкон, 1 лоджия",3300000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222093210/
377,68,40.0,8.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3300000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/238902254/
378,56,39.0,5.0,1,,Вторичка,,1 раздельный,,2770000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/237916997/
379,54,31.0,7.0,1,,Вторичка,,1 раздельный,,3400000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/227352940/
380,61,41.0,8.0,3,,Вторичка,,1 раздельный,1 лоджия,2070000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/225562869/
381,69,50.0,8.0,5,,Вторичка,,1 раздельный,1 лоджия,3199987,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222089542/
382,66,40.0,8.0,4,,Вторичка,,1 раздельный,,3360000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222090552/
383,60,39.0,7.0,2,,Вторичка,,1 раздельный,1 лоджия,3600000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222096557/
384,56,42.0,6.0,3,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3270000,3-комн.,р-н Центральный,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222091963/
385,54,38.0,8.0,1,,Вторичка,,1 совмещенный,,2200000,3-комн.,р-н Дзержинский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/237884236/
386,60,38.0,6.0,5,,Вторичка,,1 раздельный,1 лоджия,2500000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222096033/
387,61,38.0,9.0,2,,Вторичка,,1 раздельный,1 балкон,3000000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/230762971/
388,58,42.0,6.0,7,,Вторичка,,1 раздельный,1 балкон,3220000,3-комн.,р-н Советский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/239703345/
389,88,54.0,8.0,5,,Вторичка,,1 раздельный,1 балкон,3350000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/227388293/
390,70,39.0,8.0,7,,Вторичка,,1 раздельный,1 лоджия,3950000,3-комн.,р-н Дзержинский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222096602/
391,92,67.0,24.0,3,,Вторичка,,1 раздельный,1 балкон,5080000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222093257/
392,57,39.0,6.0,4,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",2360000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/226496874/
393,56,32.0,6.0,2,,Вторичка,,1 совмещенный,1 балкон,2000000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222092417/
394,63,42.0,6.0,5,,Вторичка,,1 раздельный,1 балкон,2350000,3-комн.,р-н Дзержинский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222092158/
395,59,42.0,6.0,3,,Вторичка,,1 раздельный,1 балкон,2800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222638297/
396,57,41.0,6.0,1,,Вторичка,,1 раздельный,,2900000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/225405365/
397,73,49.0,9.0,2,,Вторичка,,1 раздельный,,2140000,3-комн.,р-н Красноармейский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/228097243/
398,74,51.0,8.0,2,,Вторичка,,1 раздельный,,2900000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/227576696/
399,111,48.0,29.0,9,,Вторичка,,1 раздельный,1 лоджия,4400000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/230707523/
400,97,63.0,16.0,5,,Вторичка,,1 раздельный,1 балкон,5800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/225243997/
401,89,,,3,4.0,Новостройка,,,,4600000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/213651721/
402,82,45.0,,2,3.0,Новостройка,12.4-18.0-15.5 м²,"1 совмещенный, 1 раздельный",1 лоджия,4800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222843159/
403,90,54.0,15.0,2,,Вторичка,,1 совмещенный,,5600000,3-комн.,р-н Дзержинский,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/222085416/
404,83,49.0,11.0,1,4.0,Новостройка,17.94-15.87-16.02 м²,1 раздельный,,4176000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/239767438/
405,54,42.0,6.0,3,,Вторичка,,1 совмещенный,1 балкон,2160000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/225562867/
406,56,39.0,9.0,1,,Вторичка,,1 совмещенный,1 балкон,2350000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/225365788/
407,63,44.0,6.0,5,,Вторичка,,1 раздельный,1 балкон,2770000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/236865639/
408,65,45.0,9.0,1,,Вторичка,,1 раздельный,,2750000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/222092575/
409,60,37.0,8.0,7,,Вторичка,,1 раздельный,,3500000,3-комн.,р-н Дзержинский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222092048/
410,64,40.0,9.0,1,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3700000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/238955144/
411,64,41.0,9.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3800000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/222095240/
412,85,56.0,10.0,1,,Вторичка,,1 совмещенный,,3950000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/240423031/
413,85,,,1,2.0,Новостройка,,,,5023200,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/239049743/
414,47,35.0,6.0,1,,Вторичка,,1 раздельный,,2170000,3-комн.,р-н Дзержинский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/224846704/
415,58,34.0,6.0,1,,Вторичка,,1 совмещенный,,2210000,3-комн.,р-н Дзержинский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222094920/
416,64,40.0,8.0,7,,Вторичка,,1 раздельный,2 балкона,3270000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/239940195/
417,91,,,2,2.0,Новостройка,,,,4745120,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/242150778/
418,143,,,18,4.0,Новостройка,,,1 лоджия,14200000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/244314883/
419,81,,,13,4.0,Новостройка,,,,5196120,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/244538045/
420,85,48.0,11.0,10,4.0,Новостройка,17.7-14.4-16.27 м²,1 раздельный,2 балкона,4466920,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/239315385/
421,65,40.0,8.0,7,,Вторичка,,1 раздельный,2 лоджии,2450000,3-комн.,р-н Красноармейский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/229467017/
422,85,,,1,3.0,Новостройка,,,,4721200,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/215794311/
423,76,46.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,2990000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/233108633/
424,78,,,1,2.0,Новостройка,,,1 лоджия,4650000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/234147643/
425,89,60.0,8.0,4,,Вторичка,,1 раздельный,2 балкона,7600000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/231196103/
426,102,65.0,12.0,21,,Вторичка,,1 раздельный,,7999999,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/222096619/
427,63,40.0,8.0,6,,Вторичка,,1 раздельный,2 лоджии,3460000,3-комн.,р-н Краснооктябрьский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222095301/
428,69,44.0,9.0,8,,Вторичка,,1 раздельный,,3800000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/234081365/
429,69,41.0,10.0,10,,Вторичка,,1 раздельный,1 лоджия,3710000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/236958448/
430,71,40.0,8.0,4,,Вторичка,,1 раздельный,1 лоджия,3570000,3-комн.,р-н Краснооктябрьский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/235384278/
431,71,,,1,2.0,Новостройка,,,1 лоджия,4250000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/235127583/
432,56,40.0,6.0,1,,Вторичка,,1 совмещенный,,1960000,3-комн.,р-н Ворошиловский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/226918720/
433,57,41.0,5.0,6,,Вторичка,,1 раздельный,1 балкон,3070000,3-комн.,р-н Краснооктябрьский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/237635388/
434,105,,,12,4.0,Новостройка,,,,5750500,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244076946/
435,87,50.0,11.0,1,4.0,Новостройка,20.15-16.31-14.14 м²,1 раздельный,,4210000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/239608395/
436,86,,,10,2.0,Новостройка,,,,4523080,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/242068950/
437,55,38.0,5.0,3,,Вторичка,,1 раздельный,1 балкон,1820000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/225758612/
438,75,48.0,7.0,3,,Вторичка,,1 раздельный,1 балкон,3990000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222092111/
439,109,95.0,11.0,2,,Вторичка,,1 раздельный,,4160000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/222088823/
440,56,40.0,8.0,5,,Вторичка,,1 раздельный,,1770000,3-комн.,р-н Красноармейский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222085487/
441,83,,,1,2.0,Новостройка,,,,4176000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/242068943/
442,75,52.0,9.0,7,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",5150000,3-комн.,р-н Советский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/239940183/
443,98,,,2,4.0,Новостройка,,,,6138460,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/244538099/
444,63,41.0,7.0,14,,Вторичка,,1 раздельный,1 лоджия,2340000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/227293215/
445,63,39.0,10.0,5,,Вторичка,,1 раздельный,3 лоджии,2770000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/227576710/
446,65,40.0,8.0,9,,Вторичка,,1 совмещенный,1 лоджия,3200000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/235905344/
447,64,45.0,9.0,3,,Вторичка,,1 совмещенный,1 лоджия,3600000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085674/
448,65,40.0,11.0,3,,Вторичка,,1 раздельный,1 лоджия,2870000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/232493318/
449,66,42.0,8.0,2,,Вторичка,,1 раздельный,,2160000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222085726/
450,66,34.0,13.0,2,,Вторичка,,1 раздельный,"1 балкон, 2 лоджии",3900000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222085693/
451,74,50.0,9.0,4,,Вторичка,,1 раздельный,1 балкон,1890000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/239185636/
452,110,60.0,15.0,8,,Вторичка,,1 раздельный,1 лоджия,7500000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/228321580/
453,95,59.0,10.0,2,,Вторичка,,1 раздельный,1 лоджия,9200000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/239418715/
454,62,45.0,6.0,5,,Вторичка,,1 раздельный,1 балкон,2190000,3-комн.,р-н Тракторозаводский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/233595709/
455,67,45.0,6.0,4,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",2160000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222085777/
456,60,42.0,7.0,2,,Вторичка,,1 раздельный,1 балкон,1290000,3-комн.,р-н Красноармейский,,,,,,,https://volgograd.cian.ru/sale/flat/222085452/
457,63,44.0,6.0,1,,Вторичка,,1 раздельный,,1170000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222097966/
458,58,39.0,7.0,5,,Вторичка,,1 раздельный,1 балкон,2400000,3-комн.,р-н Кировский,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/222095958/
459,65,40.0,8.0,8,,Вторичка,,1 раздельный,1 лоджия,3070000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/238640810/
460,70,48.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,1970000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222096714/
461,87,54.0,11.0,5,,Вторичка,,1 раздельный,2 лоджии,6199000,3-комн.,р-н Краснооктябрьский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/231822653/
462,58,40.0,11.0,13,,Вторичка,,1 раздельный,1 балкон,3199000,3-комн.,р-н Тракторозаводский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/237635383/
463,59,44.0,6.0,3,,Вторичка,,1 совмещенный,,1950000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222096209/
464,69,40.0,8.0,2,,Вторичка,,1 раздельный,1 лоджия,1890000,3-комн.,р-н Кировский,"2,8 м",,,,,,https://volgograd.cian.ru/sale/flat/232943337/
465,58,44.0,6.0,2,,Вторичка,,1 совмещенный,1 балкон,2290000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/233801583/
466,56,41.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,1750000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222095743/
467,69,48.0,8.0,4,,Вторичка,,1 раздельный,1 балкон,2360000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/222092385/
468,60,48.0,6.0,1,,Вторичка,,1 раздельный,,2870000,3-комн.,р-н Кировский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/222091402/
469,62,37.0,8.0,5,,Вторичка,,1 раздельный,1 лоджия,3770000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222716479/
470,58,40.0,6.0,1,,Вторичка,,1 раздельный,,2570000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/230559927/
471,53,41.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,2090000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/232901642/
472,57,40.0,7.0,8,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",2449000,3-комн.,р-н Тракторозаводский,"2,6 м",,,,,,https://volgograd.cian.ru/sale/flat/237387244/
473,56,35.0,11.0,6,,Вторичка,,1 раздельный,,2490000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/235297498/
474,64,40.0,8.0,7,,Вторичка,,1 раздельный,,2600000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/222086081/
475,78,47.0,7.0,4,,Вторичка,,1 раздельный,,3000000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/239519849/
476,75,46.0,9.0,8,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",4100000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/236170048/
477,51,34.0,6.0,1,,Вторичка,,1 раздельный,,1550000,3-комн.,р-н Красноармейский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/229350146/
478,55,35.0,6.0,5,,Вторичка,,,1 балкон,1770000,3-комн.,р-н Кировский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222092236/
479,72,52.0,8.0,4,,Вторичка,,1 раздельный,1 балкон,1700000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/239271168/
480,57,37.0,6.0,1,,Вторичка,,1 совмещенный,,1900000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/222089005/
481,72,49.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,2070000,3-комн.,р-н Тракторозаводский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/222091254/
482,73,54.0,8.0,3,,Вторичка,,1 раздельный,1 балкон,2470000,3-комн.,р-н Кировский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/225187733/
483,64,48.0,9.0,8,,Вторичка,,1 раздельный,1 лоджия,2600000,3-комн.,р-н Кировский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/240174505/
484,58,42.0,6.0,3,,Вторичка,,1 совмещенный,1 балкон,2870000,3-комн.,р-н Кировский,,,,,,,https://volgograd.cian.ru/sale/flat/238729661/
485,66,41.0,8.0,2,,Вторичка,,1 раздельный,1 балкон,3450000,3-комн.,р-н Тракторозаводский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/240568577/
486,72,49.0,12.0,1,,Вторичка,,1 раздельный,1 лоджия,4275000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/223691409/
487,71,48.0,8.0,4,,Вторичка,,1 раздельный,1 балкон,1790000,3-комн.,р-н Тракторозаводский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/236617182/
488,57,39.0,6.0,5,,Вторичка,,,1 балкон,2270000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/234258925/
