,Общая,Жилая,Кухня,Этаж,Срок сдачи,Тип жилья,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Санузел,Балкон/лоджия,Цена,Комнат,Район,Высота потолков,Построен,Планировка,Ремонт,Вид из окон,Отделка,Линк
1370,73,41.0,9.0,3,,Вторичка,,1 раздельный,1 балкон,2950000,3-комн.,р-н Советский,"2,7 м",1988.0,,Косметический,,,https://volgograd.cian.ru/sale/flat/228790776/
1371,63,38.0,7.0,6,,Вторичка,,1 раздельный,1 лоджия,2950000,3-комн.,р-н Дзержинский,,,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/242684002/
1372,76,45.0,10.0,9,,Вторичка,,,1 лоджия,2998000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/240938566/
1373,78,54.0,8.0,4,,Вторичка,,1 раздельный,2 балкона,2970000,3-комн.,р-н Краснооктябрьский,3 м,,,,,,https://volgograd.cian.ru/sale/flat/245549856/
1374,68,46.0,8.0,3,,Вторичка,,1 совмещенный,1 балкон,2970000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/245549769/
1375,57,35.0,8.0,9,,Вторичка,,1 совмещенный,"1 балкон, 1 лоджия",2990000,3-комн.,р-н Советский,,,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/245040308/
1376,65,38.0,9.0,6,,Вторичка,,1 раздельный,1 лоджия,2960000,3-комн.,р-н Тракторозаводский,"2,55 м",2001.0,,Евроремонт,,,https://volgograd.cian.ru/sale/flat/245411552/
1377,70,46.0,8.0,3,,Вторичка,,,1 балкон,2970000,3-комн.,р-н Краснооктябрьский,,,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/246724607/
1378,65,40.0,9.0,9,,Вторичка,,1 раздельный,1 лоджия,2970000,3-комн.,р-н Тракторозаводский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/225930650/
1379,77,49.0,9.0,5,,Вторичка,,1 раздельный,1 балкон,2970000,3-комн.,р-н Тракторозаводский,,,,,,,https://volgograd.cian.ru/sale/flat/240174524/
1380,61,38.0,9.0,2,,Вторичка,,1 раздельный,1 лоджия,2970000,3-комн.,р-н Краснооктябрьский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/244077193/
1381,72,48.0,8.0,1,,Вторичка,,1 раздельный,2 лоджии,2960000,3-комн.,р-н Дзержинский,"2,55 м",1980.0,,Косметический,,,https://volgograd.cian.ru/sale/flat/203699949/
1382,57,39.0,6.0,8,,Вторичка,18.3-9.9-11.2 м²,1 раздельный,1 лоджия,2960000,3-комн.,р-н Краснооктябрьский,,,Изолированная,,Во двор,,https://volgograd.cian.ru/sale/flat/238552379/
1383,66,41.0,8.0,8,,Вторичка,,1 раздельный,"1 балкон, 2 лоджии",2950000,3-комн.,р-н Ворошиловский,,1979.0,,Косметический,,,https://volgograd.cian.ru/sale/flat/221822206/
1384,63,39.0,8.0,4,,Вторичка,,1 раздельный,1 балкон,3000000,3-комн.,р-н Дзержинский,"2,6 м",,Изолированная,Евроремонт,На улицу и двор,,https://volgograd.cian.ru/sale/flat/243142288/
1385,63,42.0,8.0,2,,Вторичка,,1 раздельный,2 лоджии,3000000,3-комн.,р-н Дзержинский,"2,6 м",2003.0,Изолированная,Косметический,,,https://volgograd.cian.ru/sale/flat/241495444/
1386,63,40.0,9.0,4,,Вторичка,,,,3000000,3-комн.,р-н Дзержинский,,,,Косметический,,,https://volgograd.cian.ru/sale/flat/232556038/
1387,71,47.0,8.0,2,,Вторичка,,1 раздельный,,3000000,3-комн.,р-н Краснооктябрьский,,,,Косметический,Во двор,,https://volgograd.cian.ru/sale/flat/239630138/
1388,57,35.0,8.0,9,,Вторичка,,1 совмещенный,1 лоджия,3000000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/229932499/
1389,69,,10.0,8,,Вторичка,,,,3000000,3-комн.,р-н Ворошиловский,,,,Без ремонта,,,https://volgograd.cian.ru/sale/flat/242343115/
1390,59,,,2,,Вторичка,,,1 балкон,3000000,3-комн.,р-н Ворошиловский,,,,Без ремонта,,,https://volgograd.cian.ru/sale/flat/242924779/
1391,66,21.0,31.0,10,,Вторичка,,1 раздельный,1 лоджия,3000000,3-комн.,р-н Советский,,,,Без ремонта,,,https://volgograd.cian.ru/sale/flat/244238171/
1392,70,49.0,7.0,4,,Вторичка,,1 раздельный,1 балкон,3000000,3-комн.,р-н Краснооктябрьский,,,,Косметический,,,https://volgograd.cian.ru/sale/flat/228790855/
1393,62,47.0,9.0,2,,Вторичка,,,2 лоджии,3040000,3-комн.,р-н Тракторозаводский,,,Изолированная,,На улицу и двор,,https://volgograd.cian.ru/sale/flat/244488546/
1394,76,44.0,10.0,9,,Вторичка,,1 раздельный,1 балкон,3000000,3-комн.,р-н Советский,,,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/235899270/
1395,64,40.0,9.0,4,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3060000,3-комн.,р-н Краснооктябрьский,,,Изолированная,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/241895456/
1396,67,40.0,8.0,8,,Вторичка,,,2 лоджии,3090000,3-комн.,р-н Краснооктябрьский,,,,Косметический,Во двор,,https://volgograd.cian.ru/sale/flat/246126396/
1397,63,41.0,6.0,4,,Вторичка,,,,3070000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/246657576/
1398,59,,,9,,Вторичка,14.5-12.5-10.5 м²,,,3060000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/228085317/
1399,52,35.0,7.0,4,,Вторичка,,1 раздельный,1 балкон,3070000,3-комн.,р-н Дзержинский,"2,55 м",,,,,,https://volgograd.cian.ru/sale/flat/241756355/
1400,60,44.0,6.0,4,,Вторичка,,1 совмещенный,1 балкон,3070000,3-комн.,р-н Ворошиловский,,1962.0,,Без ремонта,На улицу и двор,,https://volgograd.cian.ru/sale/flat/240248981/
1401,58,38.0,10.0,1,,Вторичка,,1 совмещенный,1 балкон,3060000,3-комн.,р-н Краснооктябрьский,,,,Евроремонт,,,https://volgograd.cian.ru/sale/flat/230439226/
1402,59,37.0,8.0,2,,Вторичка,,1 раздельный,1 лоджия,3130000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/244277032/
1403,56,38.0,5.0,7,,Вторичка,,,2 балкона,3100000,3-комн.,р-н Краснооктябрьский,,,,Косметический,Во двор,,https://volgograd.cian.ru/sale/flat/245431278/
1404,53,34.0,6.0,5,,Вторичка,,1 совмещенный,1 балкон,3100000,3-комн.,р-н Центральный,,,,,,,https://volgograd.cian.ru/sale/flat/240174532/
1405,54,36.0,6.0,5,,Вторичка,,1 раздельный,,3100000,3-комн.,р-н Ворошиловский,,,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/243586213/
1406,71,41.0,9.0,1,4.0,Новостройка,41 м²,1 раздельный,1 балкон,3109000,3-комн.,р-н Советский,,,,,На улицу и двор,Нет,https://volgograd.cian.ru/sale/flat/181927720/
1407,64,,,9,,Вторичка,,1 совмещенный,2 балкона,3100000,3-комн.,р-н Дзержинский,,1984.0,Изолированная,Косметический,Во двор,,https://volgograd.cian.ru/sale/flat/242525013/
1408,64,40.0,9.0,9,,Вторичка,,1 раздельный,,3150000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/239671945/
1409,57,39.0,6.0,6,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3150000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/240820589/
1410,62,,,12,,Вторичка,,1 раздельный,1 лоджия,3150000,3-комн.,р-н Дзержинский,"2,7 м",1967.0,Изолированная,Косметический,,,https://volgograd.cian.ru/sale/flat/246657584/
1411,59,,9.0,9,,Вторичка,,1 раздельный,1 балкон,3160000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/241756383/
1412,79,56.0,9.0,3,,Вторичка,,1 совмещенный,1 балкон,3170000,3-комн.,р-н Советский,,,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/237274408/
1413,63,45.0,6.0,3,,Вторичка,,1 совмещенный,1 балкон,3150000,3-комн.,р-н Центральный,,,,Косметический,,,https://volgograd.cian.ru/sale/flat/240289311/
1414,64,39.0,8.0,2,,Вторичка,,1 раздельный,,3150000,3-комн.,р-н Ворошиловский,,,,,,,https://volgograd.cian.ru/sale/flat/245549762/
1415,59,37.0,7.0,4,,Вторичка,,1 раздельный,1 балкон,3170000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/222095766/
1416,65,40.0,8.0,9,,Вторичка,17-13.2-10 м²,1 раздельный,2 лоджии,3220000,3-комн.,р-н Дзержинский,,,Изолированная,,На улицу и двор,,https://volgograd.cian.ru/sale/flat/243752847/
1417,66,35.0,8.0,4,,Вторичка,,1 раздельный,1 лоджия,3200000,3-комн.,р-н Тракторозаводский,"2,7 м",,,,,,https://volgograd.cian.ru/sale/flat/246133481/
1418,64,45.0,8.0,1,,Вторичка,,1 раздельный,1 балкон,3240000,3-комн.,р-н Дзержинский,"2,65 м",,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/228733014/
1419,60,37.0,20.0,8,,Вторичка,,1 совмещенный,1 балкон,3200000,3-комн.,р-н Краснооктябрьский,,,,Косметический,,,https://volgograd.cian.ru/sale/flat/237675962/
1420,68,39.0,8.0,4,,Вторичка,,1 раздельный,1 лоджия,3200000,3-комн.,р-н Ворошиловский,,,,,На улицу и двор,,https://volgograd.cian.ru/sale/flat/245042426/
1421,64,40.0,7.0,2,,Вторичка,,1 раздельный,1 балкон,3240000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/238793046/
1422,58,39.0,7.0,9,,Вторичка,,1 раздельный,1 лоджия,3200000,3-комн.,р-н Советский,,,,,,,https://volgograd.cian.ru/sale/flat/226938578/
1423,64,40.0,8.0,4,,Вторичка,,,1 балкон,3200000,3-комн.,р-н Дзержинский,,,,Без ремонта,На улицу и двор,,https://volgograd.cian.ru/sale/flat/239250771/
1424,101,33.0,22.0,1,,Вторичка,,1 раздельный,,3280000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/246133386/
1425,68,40.0,8.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3290000,3-комн.,р-н Дзержинский,,1980.0,,Косметический,На улицу и двор,,https://volgograd.cian.ru/sale/flat/241778970/
1426,83,45.0,20.0,7,,Вторичка,45 м²,1 совмещенный,1 лоджия,3250000,3-комн.,р-н Кировский,,,Изолированная,Евроремонт,,,https://volgograd.cian.ru/sale/flat/233651089/
1427,70,42.0,9.0,7,,Вторичка,,1 раздельный,1 лоджия,3270000,3-комн.,р-н Дзержинский,"2,6 м",1988.0,,Без ремонта,На улицу и двор,,https://volgograd.cian.ru/sale/flat/239185737/
1428,72,,7.0,4,,Вторичка,,,,3250000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/246657568/
1429,68,42.0,8.0,5,,Вторичка,,1 раздельный,1 балкон,3260000,3-комн.,р-н Дзержинский,,,,Без ремонта,На улицу и двор,,https://volgograd.cian.ru/sale/flat/228731784/
1430,64,,,1,,Вторичка,16.5-13.2-10.8 м²,,,3280000,3-комн.,р-н Дзержинский,,,,,,,https://volgograd.cian.ru/sale/flat/237120552/
1431,80,34.0,12.0,8,,Вторичка,,1 раздельный,1 балкон,3250000,3-комн.,р-н Кировский,"2,7 м",2008.0,,Без ремонта,На улицу,,https://volgograd.cian.ru/sale/flat/229959235/
1432,64,,,1,,Вторичка,16-13-11 м²,,,3290000,3-комн.,р-н Краснооктябрьский,,,,,,,https://volgograd.cian.ru/sale/flat/226410981/
1433,63,40.0,9.0,3,,Вторичка,,1 раздельный,2 балкона,3270000,3-комн.,р-н Ворошиловский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/239185645/
1434,66,40.0,7.0,9,,Вторичка,,1 раздельный,"1 балкон, 1 лоджия",3270000,3-комн.,р-н Дзержинский,"2,75 м",,,,,,https://volgograd.cian.ru/sale/flat/245549818/
